,Aridity_Index_Avg,Average Precipitation Trend,GlacierAreaFrac,Mean_Volume_Loss_ssp126,Mean_Volume_Loss_ssp245,Mean_Volume_Loss_ssp370,Mean_Volume_Loss_ssp585,Mean_Initial_Volumes_ssp126,Mean_Initial_Volumes_ssp245,Mean_Initial_Volumes_ssp370,Mean_Initial_Volumes_ssp585,#glaciers
SKEENA,1.5784861189793271,1384101476.0352356,0.0147569309674292,29.645484615384625,33.28427692307693,34.812900000000006,35.39282307692309,35.89370000000001,35.89370000000001,35.89370000000001,35.89370000000001,1168
SKAGIT,0.9815858432155304,510281287.84172976,0.0244962850718545,5.294315384615384,6.074761538461537,6.612946153846155,6.7301153846153845,6.920630769230769,6.917746153846153,6.911269230769232,6.910738461538461,801
NUSHAGAK,8.625672327520816,73397811.17126456,0.0024871646378813,4.663715384615386,4.783823076923078,4.889315384615386,4.912792307692309,4.932200000000001,4.932200000000001,4.932200000000001,4.932200000000001,116
NASS,1.429769593462212,599429146.4117867,0.0620523746608707,115.25266923076924,125.384,131.97376923076925,135.4434230769231,141.08950000000002,141.08950000000002,141.08950000000002,141.08950000000002,819
KUSKOKWIM,9.119935566110971,181557944.9127257,0.0085778297402831,68.45631538461538,73.74984615384615,79.6200923076923,82.9562,88.90729999999999,88.90729999999999,88.90729999999999,88.90729999999999,874
FRASER,2.5191361296272934,283470868.589422,0.010995595003743,126.1842692307692,138.63479230769232,147.5578846153846,150.63813846153846,157.47290769230767,157.47266923076924,157.4720076923077,157.47186153846152,2632
COPPER,4.236010337579753,217180680.0910891,0.2460466818762242,1932.965953846155,2239.0875000000015,2541.835515384617,2842.9101615384625,4425.078800000001,4425.078800000001,4425.078800000001,4425.078800000001,3305
COLUMBIA,6.549884516099593,43281470.4516777,0.0029165603523639,79.53116153846155,90.87962307692308,99.98066153846152,103.47236153846156,108.9849,108.9839846153846,108.97723076923076,108.97944615384615,3433
ALSEK,4.995816588222734,69892928.41042079,0.1958990747569322,706.9520384615385,796.4226153846155,864.0556153846155,922.3447307692308,1155.8657,1155.8657,1155.8657,1155.8657,1390
NELSON,2.797577226969706,8605704.877505518,0.0003351452295994,19.596399999999996,21.98022307692308,24.312346153846153,25.15982307692308,26.64043846153846,26.640369230769235,26.64010769230769,26.64006153846154,586
MACKENZIE,4.647264839768642,90210991.20554385,0.0007953934756702,59.2021153846154,63.78272307692308,68.41645384615384,70.4432076923077,74.93083076923078,74.9295923076923,74.91983076923077,74.91115384615385,2130
COLVILLE,6.175496510065551,102814640.54397932,0.0005606335350173,1.061407692307692,1.0675461538461537,1.0785692307692305,1.0802307692307689,1.0817999999999997,1.0817999999999997,1.0817999999999997,1.0817999999999997,103
YSYK-KOL,5.660446121843377,103457461.42158853,0.0231716853727529,18.666507692307697,19.69915384615385,20.24266923076923,20.32618461538462,20.411300000000004,20.274169230769232,20.411300000000004,20.411300000000004,807
UVS NUUR,6.72089400642612,37790968.974677995,0.0006556891314246,1.703084615384616,1.8734384615384625,1.967376923076924,1.99393076923077,2.0163000000000006,2.0163000000000006,2.0163000000000006,2.0163000000000006,54
TARIM HE,3.053107657042024,1162809327.942341,0.0167070065238542,822.1252076923076,1137.221115384616,1394.530976923077,1567.0931384615385,1927.1693307692308,1931.9739846153852,1927.1708846153847,1927.1665384615385,20736
TALAS,3.2089415355579725,23952255.344809256,0.0010403174382515,2.4623076923076925,2.5490384615384616,2.570069230769231,2.5702307692307693,2.5703,2.563430769230769,2.5703,2.5703,174
LAKE BALKHASH,10.606477561021531,224344.7490746948,0.0054766571816953,97.5917692307692,106.87116153846152,112.2420384615384,114.45618461538456,117.14879999999997,116.8183615384615,117.14879999999997,117.14879999999997,3067
